cruise,longitude,latitude,depth,temp,sal,oxy,phosphate,nitrate,silicate,barium
GA03,295.82809,31.7494,3897.3,2.2079,34.884102,NA,1.29,18.690001,32.599998,62.799999
GA03,295.82809,31.7494,4196,2.199,34.879501,NA,1.33,19.129999,35.330002,64.900002
GA03,295.82809,31.7494,4346,2.2048,34.877998,NA,1.34,19.290001,36.400002,66
GA03,295.82809,31.7494,4436,2.2144,34.877602,NA,1.34,19.26,36.400002,67.699997
GA03,295.82809,31.7494,4478.7,2.2176,34.877201,NA,1.34,19.23,36.299999,65.300003
GA03,295.82809,31.7494,4526,2.2229,34.876999,NA,1.34,19.25,36.689999,65.599998
GA03,299.21899,30.8203,60.1,24.645901,36.640598,NA,0,0,0.1,44.299999
GA03,299.21899,30.8203,91.2,21.1092,36.802799,NA,0,0.01,0.1,43.599998
GA03,299.21899,30.8203,135.8,19.334499,36.688202,NA,0,0.01,0,44
GA03,299.21899,30.8203,182.6,18.5683,36.620602,NA,0.1,3.07,0.49,46.799999
GA03,299.21899,30.8203,237.7,18.275299,36.5886,NA,0.14,3.65,0.68,42.099998
GA03,299.21899,30.8203,285.6,18.093,36.5732,NA,0.15,3.78,0.68,42.900002
GA03,299.21899,30.8203,350.7,17.826799,36.5294,NA,0.19,4.4,0.88,43.700001
GA03,299.21899,30.8203,420.5,17.361799,36.440201,NA,0.27,5.75,1.27,43.099998
GA03,299.21899,30.8203,531.5,15.9499,36.1726,NA,0.51,9.4,2.73,42.400002
GA03,299.21899,30.8203,666.2,13.4096,35.756001,NA,0.92,15.36,5.66,42.400002
GA03,299.21899,30.8203,800.8,10.0737,35.325199,NA,1.39,22.1,11.41,44
GA03,299.21899,30.8203,1000.6,6.7182,35.092201,NA,1.49,22.799999,14.83,49.200001
GA03,303.18311,29.7001,41,24.825701,36.973701,NA,0,0,0.19,43.900002
GA03,303.18311,29.7001,65.9,21.6688,36.794998,NA,0,0,0.1,43.400002
GA03,303.18311,29.7001,99.8,19.828899,36.711899,NA,0,0,0.19,43.099998
GA03,303.18311,29.7001,137.4,18.757401,36.619202,NA,0.04,1.9,0.49,43.599998
GA03,303.18311,29.7001,187.6,18.2166,36.570999,NA,0.16,3.79,0.78,43.299999
GA03,303.18311,29.7001,237.9,18.059099,36.562,NA,0.17,3.85,0.88,43.099998
GA03,303.18311,29.7001,286.6,17.8561,36.534599,NA,0.19,4.18,0.88,43.799999
GA03,303.18311,29.7001,351.1,17.4328,36.455002,NA,0.26,5.38,1.36,43.400002
GA03,303.18311,29.7001,421.4,16.8866,36.358898,NA,0.33,6.32,1.66,43.200001
GA03,303.18311,29.7001,503.5,15.5642,36.110901,NA,0.56,9.64,2.83,43.099998
GA03,303.18311,29.7001,667.4,12.6615,35.6591,NA,1,16.219999,6.44,43.799999
GA03,303.18311,29.7001,752.7,10.5318,35.389,NA,1.31,20.35,9.95,45
GA03,303.18311,29.7001,874.1,8.4288,35.188999,NA,1.48,23.08,13.76,49.5
GA03,303.18311,29.7001,998.5,6.9875,35.123402,NA,1.44,21.889999,14.15,49
GA03,303.18311,29.7001,1098.8,6.1682,35.1194,NA,1.36,20.440001,13.56,48.900002
GA03,303.18311,29.7001,1199.4,5.7214,35.115398,NA,1.32,19.74,13.37,49.599998
GA03,303.18311,29.7001,1348.9,5.2012,35.098499,NA,1.25,18.66,12.78,49
GA03,303.18311,29.7001,1498.9,4.7464,35.068699,NA,1.22,18.25,13.08,49.5
GA03,303.18311,29.7001,1648.2,4.2728,35.0191,NA,1.19,17.780001,12.88,49.299999
GA03,303.18311,29.7001,1799,4.1887,35.0382,NA,1.22,18.1,14.93,51.400002
GA03,303.18311,29.7001,1947.7,3.9356,35.016899,NA,1.23,18.16,16.299999,52.700001
GA03,303.18311,29.7001,2098.3,3.7506,35.010799,NA,1.26,18.51,18.93,55.400002
GA03,303.18311,29.7001,2248.5,3.5613,34.997101,NA,1.28,18.690001,21.08,57.400002
GA03,303.18311,29.7001,2397.7,3.3821,34.98,NA,1.28,18.709999,22.540001,59.799999
GA03,303.18311,29.7001,2548.4,3.2346,34.970798,NA,1.29,19.18,25.27,61.400002
GA03,303.18311,29.7001,2697.8,3.1329,34.9627,NA,1.32,19.389999,27.030001,60.200001
GA03,303.18311,29.7001,2996.9,2.9201,34.944099,NA,1.32,19.469999,28.200001,62.900002
GA03,303.18311,29.7001,3295.2,2.7075,34.926701,NA,1.31,19.1,28.59,62.400002
GA03,303.18311,29.7001,3596.6,2.4888,34.908901,NA,1.31,18.889999,29.860001,62.299999
GA03,303.18311,29.7001,3896.2,2.3481,34.8951,NA,1.35,19.549999,34.639999,65.800003
GA03,303.18311,29.7001,4294.4,2.2428,34.881001,NA,1.41,20.27,40.110001,68.199997
GA03,303.18311,29.7001,4694.1,2.1516,34.865398,NA,1.47,21.290001,47.040001,71
GA03,303.18311,29.7001,5092.9,2.0839,34.851898,NA,1.54,22,52.209999,74.300003
GA03,303.18311,29.7001,5393.2,2.113,34.849998,NA,1.54,22.030001,52.209999,70.699997
GA03,303.18311,29.7001,5453.7,2.1184,34.849602,NA,1.56,22.129999,52.990002,75.300003
GA03,303.18311,29.7001,5607.2,2.1387,34.849098,NA,1.56,22.209999,53.580002,76.099998
GA03,306.77609,28.6435,45.4,25.102301,36.939098,NA,0,0,0.39,43
GA03,306.77609,28.6435,99.5,20.481199,36.811901,NA,0,0,0.19,42.900002
GA03,306.77609,28.6435,135.3,19.512899,36.720001,NA,0,0.87,0.29,42.299999
GA03,306.77609,28.6435,185.1,18.4575,36.592499,NA,0.1,3.25,0.68,42.700001
GA03,306.77609,28.6435,235.5,17.9615,36.528099,NA,0.17,4.12,0.88,43.400002
GA03,306.77609,28.6435,285.7,17.624901,36.486099,NA,0.19,4.75,1.17,43.299999
GA03,306.77609,28.6435,349.6,17.174801,36.415001,NA,0.25,5.44,1.27,43.200001
GA03,306.77609,28.6435,421,16.433201,36.276901,NA,0.36,7.06,1.95,43
GA03,306.77609,28.6435,530.6,14.5718,35.960098,NA,0.62,11.06,3.51,42.200001
GA03,306.77609,28.6435,664.7,12.1333,35.616001,NA,1,16.799999,6.83,42.599998
GA03,306.77609,28.6435,849.6,8.5893,35.2104,NA,1.53,23.73,13.95,47.200001
GA03,306.77609,28.6435,1000.3,7.0359,35.111198,NA,1.56,23.780001,15.9,49
GA03,310.3671,27.583,40.5,25.3552,36.916302,NA,0,0,0.29,43.599998
GA03,310.3671,27.583,70.1,23.2285,37.020302,NA,0,0,0,42.200001
GA03,310.3671,27.583,100.6,22.195999,37.068401,NA,0,0,0.1,42.799999
GA03,310.3671,27.583,115.7,21.1171,36.942501,NA,0,0,0.1,42.400002
GA03,310.3671,27.583,135.8,20.134001,36.809299,NA,0,0.23,0.19,42.400002
GA03,310.3671,27.583,185.4,18.6628,36.6315,NA,0.09,2.95,0.58,42.599998
GA03,310.3671,27.583,235.3,18.036699,36.556599,NA,0.2,4.54,0.88,42.200001
GA03,310.3671,27.583,285.9,17.646,36.489201,NA,0.24,5.09,1.17,42.099998
GA03,310.3671,27.583,350.7,17.0037,36.379398,NA,0.32,6.25,1.56,42.299999
GA03,310.3671,27.583,430.4,16.0543,36.2075,NA,0.46,8.24,2.24,41.900002
GA03,310.3671,27.583,551,14.1988,35.890598,NA,0.75,12.39,4.29,42.5
GA03,310.3671,27.583,651.1,11.9928,35.581001,NA,1.07,17.15,7.51,43.099998
GA03,310.3671,27.583,774.2,9.5723,35.302399,NA,1.39,21.889999,11.51,45.900002
GA03,310.3671,27.583,964.5,7.0644,35.120499,NA,1.55,23.700001,15.51,49
GA03,310.3671,27.583,1198.8,5.9077,35.1297,NA,1.38,20.860001,14.25,49.599998
GA03,310.3671,27.583,1447.6,5.0171,35.122299,NA,1.27,19.07,14.44,51.799999
GA03,310.3671,27.583,1799,4.1313,35.052399,NA,1.27,18.77,17.66,54.799999
GA03,310.3671,27.583,2098.4,3.5573,35.001499,NA,1.28,18.940001,21.66,58.400002
GA03,310.3671,27.583,2398,3.2108,34.970798,NA,1.32,19.299999,25.67,63
GA03,310.3671,27.583,2697.2,2.9784,34.950298,NA,1.34,19.690001,29.280001,64.900002
GA03,310.3671,27.583,2997.4,2.8062,34.934601,NA,1.35,19.93,32.200001,66.400002
GA03,310.3671,27.583,3397.5,2.549,34.9118,NA,1.4,20.190001,35.82,67
GA03,310.3671,27.583,3796.5,2.3604,34.8936,NA,1.41,20.35,38.84,68.5
GA03,310.3671,27.583,4220.9,2.2275,34.877602,NA,1.43,20.719999,42.75,69.900002
GA03,312.7699,26.8572,49.7,25.2579,37.0755,NA,0,0,0.19,43.299999
GA03,312.7699,26.8572,96.1,21.8281,36.936199,NA,0,0,0,35.5
GA03,312.7699,26.8572,135.6,20.1161,36.8074,NA,0,0.32,0,43.700001
GA03,312.7699,26.8572,186.5,18.749701,36.633301,NA,0.06,2.63,0.39,36.5
GA03,312.7699,26.8572,235.7,18.1045,36.551998,NA,0.15,3.99,0.68,43.299999
GA03,312.7699,26.8572,286.4,17.6702,36.491699,NA,0.19,4.7,0.88,43.200001
GA03,312.7699,26.8572,350.9,17.219801,36.420399,NA,0.24,5.4,1.17,42.200001
GA03,312.7699,26.8572,421.2,16.459101,36.2799,NA,0.38,7.4,1.75,41.5
GA03,312.7699,26.8572,531,14.2327,35.898499,NA,0.71,12.38,4,42.5
GA03,312.7699,26.8572,665.9,11.9792,35.578098,NA,1.08,17.889999,7.51,43.299999
GA03,312.7699,26.8572,1000.7,6.88,35.100399,NA,1.56,23.639999,16,42.400002
GA03,315.17349,26.1358,40.5,25.125,37.3965,NA,0,0,0.19,41.400002
GA03,315.17349,26.1358,55.6,25.0149,37.391102,NA,0,0,0.29,41.400002
GA03,315.17349,26.1358,92.4,21.905001,37.100101,NA,0,0.01,0.1,42.900002
GA03,315.17349,26.1358,107.8,21.280701,37.036598,NA,0,0.16,0.29,42.5
GA03,315.17349,26.1358,135.5,20.0695,36.888901,NA,0,0.91,0.39,41.700001
GA03,315.17349,26.1358,185.5,18.6304,36.6716,NA,0.14,3.8,0.78,41.5
GA03,315.17349,26.1358,235.4,17.7778,36.524101,NA,0.23,5.09,1.07,42
GA03,315.17349,26.1358,285.4,17.3342,36.444199,NA,0.27,5.58,1.36,42.799999
GA03,315.17349,26.1358,338.1,16.6087,36.314201,NA,0.34,6.59,1.75,42.900002
GA03,315.17349,26.1358,421.2,15.3442,36.096199,NA,0.57,9.83,2.83,41.5
GA03,315.17349,26.1358,511.5,14.0975,35.890701,NA,0.75,12.77,4.19,43.400002
GA03,315.17349,26.1358,602.1,12.2364,35.626499,NA,1.04,16.84,6.73,42.700001
GA03,315.17349,26.1358,799.2,8.8481,35.211601,NA,1.57,24.440001,13.95,46.700001
GA03,315.17349,26.1358,965.3,6.9468,35.0396,NA,1.74,26.23,17.860001,50.5
GA03,315.17349,26.1358,1198.8,5.6581,35.0341,NA,1.54,22.85,16.59,50.200001
GA03,315.17349,26.1358,1499.6,4.9235,35.093102,NA,1.29,18.99,14.15,51.099998
GA03,315.17349,26.1358,1650.2,4.6465,35.091999,NA,1.29,18.84,15.61,52.5
GA03,315.17349,26.1358,1798.3,4.246,35.062099,NA,1.26,18.309999,16.299999,53.900002
GA03,315.17349,26.1358,1949.2,3.8854,35.0266,NA,1.29,18.690001,18.93,55.799999
GA03,315.17349,26.1358,2099.4,3.5712,34.998199,NA,1.29,18.59,20.59,57.900002
GA03,315.17349,26.1358,2248.2,3.3628,34.980701,NA,1.31,18.82,23.030001,59.400002
GA03,315.17349,26.1358,2398.9,3.192,34.965199,NA,1.32,19,25.08,61.900002
GA03,315.17349,26.1358,2698.1,3.0101,34.949001,NA,1.36,19.35,28.299999,63.700001
GA03,315.17349,26.1358,2998.7,2.8462,34.935001,NA,1.36,19.73,32.299999,63.900002
GA03,315.17349,26.1358,3251.7,2.7528,34.926102,NA,1.37,20.07,34.84,72.599998
GA03,315.17349,26.1358,3274.5,2.7454,34.9259,NA,1.38,20.120001,34.84,68.699997
GA03,315.17349,26.1358,3329.8,2.6867,34.919601,NA,1.39,20.299999,35.91,72.699997
GA03,315.17349,26.1358,3341.9,2.6816,34.919601,NA,1.39,20.290001,36.599998,72.5
GA03,315.17349,26.1358,3419.5,2.6842,34.919399,NA,1.39,20.25,36.110001,72.099998
GA03,315.17349,26.1358,3587.4,2.6827,34.918098,NA,1.4,20.23,35.91,70
GA03,317.47839,25.1413,50.2,25.3713,37.632401,NA,0,0,0.19,41.200001
GA03,317.47839,25.1413,100.9,22.568001,37.280201,NA,0,0,0.1,41.400002
GA03,317.47839,25.1413,135.4,21.5826,37.2006,NA,0,0.21,0,41.599998
GA03,317.47839,25.1413,185.1,19.5641,36.852402,NA,0.15,3.82,0.58,38.799999
GA03,317.47839,25.1413,235.8,18.2896,36.623299,NA,0.28,5.98,1.07,40.799999
GA03,317.47839,25.1413,285.9,17.369699,36.4632,NA,0.37,7.21,1.46,41.099998
GA03,317.47839,25.1413,351,16.0502,36.226002,NA,0.45,8.33,1.95,41.700001
GA03,317.47839,25.1413,421.2,14.8663,36.0313,NA,0.58,10.28,2.73,42.599998
GA03,317.47839,25.1413,530.3,13.1872,35.780998,NA,0.81,13.73,4.39,41.400002
GA03,317.47839,25.1413,666.9,11.054,35.5145,NA,1.14,18.620001,8.1,43.900002
GA03,317.47839,25.1413,801.4,9.2951,35.3279,NA,1.42,22.42,12.1,46.5
GA03,317.47839,25.1413,1001.5,7.199,35.1633,NA,1.58,24.040001,16.1,49.700001
GA03,319.7818,24.15,40.4,25.220501,37.6292,NA,0,0,0.19,40.700001
GA03,319.7818,24.15,66.9,25.219999,37.631199,NA,0,0,0.19,40.5
GA03,319.7818,24.15,75.6,25.0828,37.618599,NA,0,0,0,40.599998
GA03,319.7818,24.15,110.8,22.176001,37.295898,NA,0,0.05,0.1,41.799999
GA03,319.7818,24.15,136.7,21.017799,37.129002,NA,0,0.77,0.19,41.5
GA03,319.7818,24.15,185.8,18.924801,36.754902,NA,0.1,2.77,0.49,41.599998
GA03,319.7818,24.15,235.8,18.003201,36.5779,NA,0.21,4.62,0.78,41.200001
GA03,319.7818,24.15,286.3,17.2066,36.437801,NA,0.31,6.1,1.27,41.299999
GA03,319.7818,24.15,351.6,16.183901,36.254601,NA,0.47,8.37,1.95,42
GA03,319.7818,24.15,421.3,14.7793,36.022099,NA,0.68,11.52,3.12,41.599998
GA03,319.7818,24.15,511.1,13.1809,35.7822,NA,0.89,14.64,4.68,42.599998
GA03,319.7818,24.15,601,11.7216,35.5924,NA,1.1,17.76,7.02,43.299999
GA03,319.7818,24.15,775.8,9.6237,35.369499,NA,1.38,22.049999,11.51,45.700001
GA03,319.7818,24.15,965.6,7.1581,35.143799,NA,1.61,24.68,16.690001,50.099998
GA03,319.7818,24.15,1150.8,6.0463,35.0998,NA,1.53,23.16,16.879999,51.200001
GA03,319.7818,24.15,1324.8,5.6899,35.1535,NA,1.41,21.280001,16.200001,52
GA03,319.7818,24.15,1501.3,5.1395,35.133202,NA,1.36,20.379999,16.780001,53.400002
GA03,319.7818,24.15,1800.3,4.0738,35.0322,NA,1.34,19.959999,19.809999,54.700001
GA03,319.7818,24.15,2098.3,3.5447,34.996601,NA,1.37,20.02,24.1,60.400002
GA03,319.7818,24.15,2550,3.0621,34.962101,NA,1.4,20.459999,30.15,67.199997
GA03,319.7818,24.15,2999.6,2.7609,34.935799,NA,1.43,20.969999,35.52,72.599998
GA03,319.7818,24.15,3399,2.5765,34.9161,NA,1.45,21.24,39.330002,74.800003
GA03,319.7818,24.15,3798.6,2.4686,34.901798,NA,1.47,21.4,41.959999,76.300003
GA03,319.7818,24.15,4296.7,2.3828,34.887402,NA,1.49,21.639999,45.09,75.800003
GA03,321.95651,23.2445,60.9,25.722799,37.456001,NA,0,0,0.19,41.200001
GA03,321.95651,23.2445,106.4,22.898701,37.367401,NA,0,0.01,0,36.700001
GA03,321.95651,23.2445,136.4,21.9147,37.25,NA,0.09,0.59,0.19,42.799999
GA03,321.95651,23.2445,186.7,19.648199,36.862801,NA,0.22,3.73,0.58,42.099998
GA03,321.95651,23.2445,237.9,17.885099,36.554001,NA,0.38,6.33,1.27,42.200001
GA03,321.95651,23.2445,284.9,16.93,36.383598,NA,0.49,8.17,1.85,42.299999
GA03,321.95651,23.2445,352.7,15.5853,36.144501,NA,0.69,11.35,2.93,42.299999
GA03,321.95651,23.2445,421.5,14.5612,35.972,NA,0.85,13.92,3.9,41.5
GA03,321.95651,23.2445,531,13.0409,35.754799,NA,1.02,16.639999,5.56,37.900002
GA03,321.95651,23.2445,600.6,12.0027,35.618099,NA,1.15,18.639999,7.12,43.900002
GA03,321.95651,23.2445,851.6,8.0817,35.183102,NA,1.64,25.01,15.61,50.099998
GA03,321.95651,23.2445,1002.2,6.6514,35.060902,NA,1.74,25.879999,18.34,48.200001
GA03,290.45929,39.3499,35.3,20.6,35.402401,NA,0.04,0.26,0.98,47.5
GA03,290.45929,39.3499,46.6,19.199499,35.241501,NA,0.22,3.49,2.05,50
GA03,290.45929,39.3499,69.7,16.757099,36.052101,NA,0.61,11.14,4.19,45
GA03,290.45929,39.3499,101.7,14.1713,35.7915,NA,0.9,15.16,6.14,45.200001
GA03,290.45929,39.3499,136.8,13.3018,35.704498,NA,1.1,18.42,8.1,43.299999
GA03,290.45929,39.3499,186.4,11.7546,35.471001,NA,1.35,21.76,10.63,43.799999
GA03,290.45929,39.3499,237.6,10.573,35.318802,NA,1.49,23.639999,12.59,45.700001
GA03,290.45929,39.3499,286.5,9.4852,35.2136,NA,1.58,24.77,14.34,46.900002
GA03,290.45929,39.3499,326.7,8.1741,35.127102,NA,1.55,23.92,14.73,47.599998
GA03,290.45929,39.3499,422,6.2377,35.057499,NA,1.39,20.83,13.17,47.599998
GA03,290.45929,39.3499,476.4,5.6784,35.043301,NA,1.31,19.75,12.78,47.599998
GA03,290.45929,39.3499,526.3,5.3915,35.0317,NA,1.28,19.24,12.2,47.5
GA03,290.45929,39.3499,600.6,5.0951,35.021099,NA,1.23,18.77,11.9,46.299999
GA03,290.45929,39.3499,665.9,4.8942,35.0112,NA,1.22,18.4,11.61,46.099998
GA03,290.45929,39.3499,826.1,4.5317,34.995098,NA,1.18,17.92,11.32,45.900002
GA03,290.45929,39.3499,965.4,4.2196,34.970001,NA,1.17,17.6,11.32,45.900002
GA03,290.45929,39.3499,1200.6,3.9897,34.962299,NA,1.17,17.57,11.81,44
GA03,290.45929,39.3499,1350.5,3.8756,34.957199,NA,1.17,17.469999,12,49.5
GA03,290.45929,39.3499,1501,3.7125,34.9501,NA,1.17,17.459999,12.59,47.200001
GA03,290.45929,39.3499,1650.4,3.58,34.948002,NA,1.18,17.469999,13.37,44.5
GA03,290.45929,39.3499,1800.3,3.4707,34.945202,NA,1.19,17.49,14.15,49.599998
GA03,290.45929,39.3499,2000.8,3.3295,34.944,NA,1.19,17.540001,15.52,50.700001
GA03,290.45929,39.3499,2199.7,3.1949,34.940498,NA,1.19,17.57,16.49,51.799999
GA03,290.45929,39.3499,2461.1,2.9086,34.9231,NA,1.17,17.09,17.08,51.900002
GA03,324.13239,22.3505,40.5,25.3286,37.388199,NA,0,0,0.1,38.700001
GA03,324.13239,22.3505,66,24.750299,37.440399,NA,0,0,0.1,39.400002
GA03,324.13239,22.3505,75.9,23.585199,37.389999,NA,0,0,0,40.299999
GA03,324.13239,22.3505,106.2,21.691799,37.1735,NA,0.04,0.78,0.19,40
GA03,324.13239,22.3505,136.9,20.735701,37.023102,NA,0.18,3.2,0.68,39.799999
GA03,324.13239,22.3505,187.1,19.1453,36.768002,NA,0.31,5.65,0.97,40
GA03,324.13239,22.3505,236.2,17.579599,36.481098,NA,0.53,9.01,1.85,39.799999
GA03,324.13239,22.3505,300.5,16.0604,36.230999,NA,0.61,10.31,2.53,41
GA03,324.13239,22.3505,375.8,14.29,35.938499,NA,0.86,14.07,4.19,35.900002
GA03,324.13239,22.3505,440.8,13.3107,35.800999,NA,0.95,15.39,4.97,41.400002
GA03,324.13239,22.3505,500.6,12.4306,35.681599,NA,1.06,16.889999,6.05,37.400002
GA03,324.13239,22.3505,601.2,10.9005,35.487499,NA,1.37,21.34,9.36,39
GA03,324.13239,22.3505,699.9,9.8336,35.356701,NA,1.48,23.84,12.1,45.700001
GA03,324.13239,22.3505,809.9,8.302,35.178699,NA,1.69,26.379999,15.9,48.400002
GA03,324.13239,22.3505,925.7,6.986,35.054699,NA,1.78,27.190001,18.639999,51
GA03,324.13239,22.3505,1060.5,6.097,35.021301,NA,1.73,26.07,19.219999,51.900002
GA03,324.13239,22.3505,1199,5.6787,35.047298,NA,1.61,24.139999,18.25,52.700001
GA03,324.13239,22.3505,1349.1,5.2141,35.064499,NA,1.48,22.26,17.559999,53.799999
GA03,324.13239,22.3505,1499.7,4.7274,35.043098,NA,1.45,21.629999,18.25,53.900002
GA03,324.13239,22.3505,1625.7,4.4938,35.046501,NA,1.41,21.01,18.74,55.400002
GA03,324.13239,22.3505,1750.4,4.2035,35.032398,NA,1.41,20.91,20.200001,57.200001
GA03,324.13239,22.3505,1897,3.9651,35.019402,NA,1.36,20.549999,21.370001,57.099998
GA03,324.13239,22.3505,2098.7,3.666,35.002102,NA,1.37,20.49,23.620001,60.299999
GA03,324.13239,22.3505,2298.2,3.3695,34.9846,NA,1.38,20.469999,26.639999,63.599998
GA03,324.13239,22.3505,2497.1,3.1126,34.966499,NA,1.39,20.52,29.860001,67
GA03,324.13239,22.3505,2698.1,2.9167,34.950699,NA,1.4,20.67,32.59,69.599998
GA03,324.13239,22.3505,3096.2,2.6927,34.929699,NA,1.42,20.969999,36.790001,73.900002
GA03,324.13239,22.3505,3496.2,2.5107,34.909698,NA,1.44,21.299999,40.889999,75.800003
GA03,324.13239,22.3505,3896.4,2.4123,34.8969,NA,1.46,21.57,43.919998,78.400002
GA03,324.13239,22.3505,4294.5,2.3868,34.8894,NA,1.47,21.74,45.48,79
GA03,324.13239,22.3505,4695.7,2.3866,34.883801,NA,1.49,21.93,46.360001,80.599998
GA03,324.13239,22.3505,4892.3,2.396,34.882099,NA,1.47,21.85,46.939999,80.199997
GA03,324.13239,22.3505,5095.9,2.395,34.878601,NA,1.49,21.889999,47.330002,78.599998
GA03,324.13239,22.3505,5243.1,2.4059,34.8778,NA,1.47,21.82,47.529999,78.800003
GA03,324.13239,22.3505,5383.9,2.4178,34.876499,NA,1.49,21.889999,48.110001,78.800003
GA03,324.13239,22.3505,5791.6,2.4676,34.875301,NA,1.48,21.790001,48.110001,77.599998
GA03,327.37531,20.8838,40.5,25.1653,37.091499,NA,0,0,0,38.099998
GA03,327.37531,20.8838,60.8,25.181999,37.1912,NA,0,0,0,38.200001
GA03,327.37531,20.8838,100.2,22.5707,37.060501,NA,0.07,0.65,0.19,39.299999
GA03,327.37531,20.8838,180.8,17.356001,36.317699,NA,0.83,14.22,3.22,38.400002
GA03,327.37531,20.8838,206.2,16.4387,36.147701,NA,1,16.889999,4.1,37.799999
GA03,327.37531,20.8838,285.6,15.4963,36.114899,NA,0.81,13.74,3.61,39.900002
GA03,327.37531,20.8838,336,14.5553,35.9645,NA,0.9,15.18,4.19,40.5
GA03,327.37531,20.8838,400.9,13.5372,35.807598,NA,1.05,17.780001,5.46,39.200001
GA03,327.37531,20.8838,501.8,11.948,35.589401,NA,1.3,21.52,7.8,41.299999
GA03,327.37531,20.8838,626.3,9.9013,35.319801,NA,1.65,26.389999,12.59,44.200001
GA03,327.37531,20.8838,801.1,7.6878,35.0746,NA,1.9,29.18,18.440001,48.799999
GA03,327.37531,20.8838,1000.7,6.4028,35.007702,NA,1.88,27.940001,20.389999,52.5
GA03,330.61731,19.4327,50.8,24.8064,37.171101,NA,0,0,0,37.599998
GA03,330.61731,19.4327,80.5,24.758499,37.166901,NA,0,0,0,38.099998
GA03,330.61731,19.4327,95.1,22.8358,37.076698,NA,0.02,0.15,0.19,39.400002
GA03,330.61731,19.4327,125.4,20.6,36.846199,NA,0.37,5.92,1.07,39.400002
GA03,330.61731,19.4327,186.4,16.1152,36.1749,NA,0.86,14.78,3.7,39.200001
GA03,330.61731,19.4327,236.1,15.1717,36.038399,NA,0.93,15.72,4.39,39.799999
GA03,330.61731,19.4327,285.9,14.4284,35.919701,NA,1,16.93,4.97,40.400002
GA03,330.61731,19.4327,391.2,12.6506,35.679699,NA,1.2,20.110001,6.92,41.400002
GA03,330.61731,19.4327,552.3,10.29,35.363201,NA,1.65,26.57,12.1,46
GA03,330.61731,19.4327,665.2,8.8426,35.201302,NA,1.8,27.889999,15.42,46.400002
GA03,330.61731,19.4327,901.3,6.1995,34.917702,NA,2.02,29.99,22.059999,52.299999
GA03,330.61731,19.4327,1199.9,5.5714,35.0275,NA,1.75,25.549999,20.299999,51.200001
GA03,330.61731,19.4327,1497.9,4.7058,35.039902,NA,1.48,22.450001,19.809999,55
GA03,330.61731,19.4327,1798.4,4.0219,35.0107,NA,1.41,21.09,21.370001,56.900002
GA03,330.61731,19.4327,2098,3.5508,34.9883,NA,1.4,20.559999,24.4,60.599998
GA03,330.61731,19.4327,2397.2,3.2062,34.969299,NA,1.4,20.610001,28.4,65.900002
GA03,330.61731,19.4327,2697.1,2.9372,34.951,NA,1.41,20.719999,32.59,70.300003
GA03,330.61731,19.4327,2997.3,2.6953,34.930401,NA,1.43,20.99,36.689999,74.400002
GA03,330.61731,19.4327,3296.2,2.5199,34.9132,NA,1.45,21.360001,40.689999,78.199997
GA03,330.61731,19.4327,3595,2.41,34.9002,NA,1.47,21.58,43.330002,79.199997
GA03,330.61731,19.4327,3894.7,2.3546,34.891102,NA,1.48,21.780001,45.380001,80.800003
GA03,330.61731,19.4327,4194.4,2.3512,34.8867,NA,1.49,21.85,46.16,79.800003
GA03,330.61731,19.4327,4594.5,2.3825,34.884201,NA,1.49,21.879999,46.650002,81.400002
GA03,330.61731,19.4327,4978.5,2.427,34.883099,NA,1.5,21.92,46.939999,81.199997
GA03,333.23499,18.3895,50.8,24.801701,36.782299,NA,0,0,0.1,37
GA03,333.23499,18.3895,77.4,23.651699,37.1712,NA,0,0,0,39
GA03,333.23499,18.3895,128,20.007,36.791698,NA,0.37,6.25,1.07,37.700001
GA03,333.23499,18.3895,185.8,16.773199,36.280399,NA,0.75,13.4,3.12,39.400002
GA03,333.23499,18.3895,235.6,14.8603,35.912601,NA,1.15,19.49,5.46,38.799999
GA03,333.23499,18.3895,282.2,13.7132,35.694801,NA,1.39,23.379999,7.22,38.799999
GA03,333.23499,18.3895,351.4,12.994,35.659302,NA,1.37,23.02,7.51,40.799999
GA03,333.23499,18.3895,400.7,12.3793,35.5867,NA,1.43,24.02,8.39,41.5
GA03,333.23499,18.3895,473.9,11.2097,35.422199,NA,1.63,27.219999,10.73,42.299999
GA03,333.23499,18.3895,550.9,9.8694,35.254799,NA,1.8,29.25,13.66,44.200001
GA03,333.23499,18.3895,750.9,7.4676,34.977501,NA,2.03,31.23,19.709999,50.5
GA03,333.23499,18.3895,1000.9,6.2384,34.972,NA,1.94,29.08,21.57,53.599998
GA03,335.5,17.3999,39.9,24.694401,36.833698,NA,0,0,0,37.5
GA03,335.5,17.3999,50.5,24.6581,36.832901,NA,0,0,0,37.400002
GA03,335.5,17.3999,70.6,22.3606,36.753601,NA,0.13,0.65,0.49,37.900002
GA03,335.5,17.3999,90.5,20.268101,36.657101,NA,0.47,7.02,1.27,39.700001
GA03,335.5,17.3999,135.5,17.415199,36.362301,NA,0.75,12.79,2.92,38.900002
GA03,335.5,17.3999,186.2,15.7531,36.073299,NA,1.03,17.58,4.78,40
GA03,335.5,17.3999,235.9,13.5427,35.623402,NA,1.47,24.4,7.61,38.400002
GA03,335.5,17.3999,286,12.6448,35.5065,NA,1.6,26.41,9.07,40.099998
